City_ID,City,Lat,Lng,Max Temp,Humidity,Cloudiness,Wind Speed,Country,Date,date
544,bangassou,4.7413,22.8184,20.28,99,100,0.34,CF,1727751173,2024-10-01 02:52:53
545,giado,31.9582,12.0203,19.51,53,0,1.1,LY,1727751174,2024-10-01 02:52:54
546,opuwo,-18.0607,13.84,15.59,28,0,1.12,NA,1727751175,2024-10-01 02:52:55
547,volokonovka,50.4827,37.8563,12.67,43,0,5.59,RU,1727751176,2024-10-01 02:52:56
548,madrid,40.4165,-3.7026,16.17,55,0,1.03,ES,1727750916,2024-10-01 02:48:36
549,miches,18.9836,-69.0476,26.87,85,8,2.78,DO,1727751178,2024-10-01 02:52:58
550,alta,69.9689,23.2717,5.59,75,20,25.93,NO,1727751179,2024-10-01 02:52:59
551,acapulco de juarez,16.8634,-99.8901,27.9,86,100,3.09,MX,1727751180,2024-10-01 02:53:00
552,porto novo,6.4965,2.6036,26.9,89,98,2.02,BJ,1727751181,2024-10-01 02:53:01
553,sumbawa besar,-8.5,117.4333,35.71,39,100,4.18,ID,1727751182,2024-10-01 02:53:02
554,severobaykal'sk,55.65,109.3167,5.56,70,99,3.4,RU,1727751184,2024-10-01 02:53:04
555,qamdo,31.1667,97.2333,13.9,36,3,1.76,CN,1727751185,2024-10-01 02:53:05
556,cusseta,32.3054,-84.7727,24.81,93,91,1.71,US,1727751186,2024-10-01 02:53:06
557,aldinga beach,-35.2793,138.4604,17.58,76,32,2.68,AU,1727751187,2024-10-01 02:53:07
558,naliya,23.2667,68.8333,28.2,74,0,5.16,IN,1727751189,2024-10-01 02:53:09
559,kalianget,-7.05,113.9333,30.69,62,68,5.1,ID,1727751190,2024-10-01 02:53:10
560,puerto aysen,-45.4,-72.7,-1.27,99,93,1.79,CL,1727751191,2024-10-01 02:53:11
561,motueka,-41.1333,173.0167,15.62,63,88,2.87,NZ,1727751192,2024-10-01 02:53:12
562,scarborough,54.2797,-0.4044,12.59,93,100,2.68,GB,1727750452,2024-10-01 02:40:52
563,lod,31.9514,34.8953,24.25,75,40,3.6,IL,1727751194,2024-10-01 02:53:14
564,panama city beach,30.1766,-85.8055,26.11,89,0,0.0,US,1727751196,2024-10-01 02:53:16
565,corfu,39.62,19.9197,15.88,72,0,0.0,GR,1727751197,2024-10-01 02:53:17
566,fisterra,42.9049,-9.2629,17.73,98,100,7.74,ES,1727751198,2024-10-01 02:53:18
567,fortaleza,-3.7227,-38.5247,26.79,73,20,8.75,BR,1727750530,2024-10-01 02:42:10
568,tralee,52.2704,-9.7026,10.77,93,74,1.66,IE,1727751200,2024-10-01 02:53:20
569,kayangel,8.0823,134.7173,28.33,78,100,9.94,PW,1727751201,2024-10-01 02:53:21
570,bikenibeu village,1.3673,173.1241,30.98,70,75,2.06,KI,1727751202,2024-10-01 02:53:22
571,mulayjah,27.271,48.4242,27.2,64,0,4.31,SA,1727751203,2024-10-01 02:53:23
572,charters towers,-20.1,146.2667,32.88,26,0,5.24,AU,1727751204,2024-10-01 02:53:24
573,salalah,17.0151,54.0924,26.05,83,75,3.09,OM,1727751205,2024-10-01 02:53:25
574,tilcara,-23.5776,-65.3509,12.21,6,3,5.1,AR,1727751206,2024-10-01 02:53:26
575,kotabumi,-4.8333,104.9,31.9,51,1,3.19,ID,1727751207,2024-10-01 02:53:27
576,khandyga,62.6667,135.6,1.34,97,100,2.74,RU,1727751208,2024-10-01 02:53:28
577,shimoda,34.6667,138.95,22.44,88,95,6.42,JP,1727751209,2024-10-01 02:53:29
578,mikkeli,61.6886,27.2723,-3.94,100,0,0.51,FI,1727751210,2024-10-01 02:53:30
579,kollam,8.8833,76.6,27.13,82,70,1.76,IN,1727751211,2024-10-01 02:53:31
580,rothenburg ob der tauber,49.3833,10.1833,12.56,85,75,3.6,DE,1727751212,2024-10-01 02:53:32
581,tulagi,-9.0996,160.1476,28.0,75,84,4.11,SB,1727751213,2024-10-01 02:53:33
582,kolondieba,11.0882,-6.8926,23.16,91,15,0.66,ML,1727751214,2024-10-01 02:53:34
583,sungai penuh,-2.0833,101.3833,25.8,64,49,1.3,ID,1727751215,2024-10-01 02:53:35
584,rondonopolis,-16.4708,-54.6356,31.13,29,100,1.52,BR,1727751217,2024-10-01 02:53:37
585,puerto baquerizo moreno,-0.9,-89.6,20.09,87,96,5.02,EC,1727751218,2024-10-01 02:53:38
586,mil'kovo,55.6078,37.7956,8.52,66,60,6.43,RU,1727751219,2024-10-01 02:53:39
587,arkhipo-osipovka,44.37,38.52,19.1,69,66,1.26,RU,1727751220,2024-10-01 02:53:40
